Date : 2024-10-08 19:22:49
Directory : d:\OI\Code
Total : 1257 files,  77129 codes, 502343 comments, 23049 blanks, all 602521 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| d:\OI\Code\Luogu\CF55D.cpp                                                 | C++          |         65 |          4 |         26 |         95 |
| d:\OI\Code\Luogu\CF570D.cpp                                                | C++          |        110 |          0 |         39 |        149 |
| d:\OI\Code\Luogu\CF600E.cpp                                                | C++          |         82 |          0 |         28 |        110 |
| d:\OI\Code\Luogu\CF607B.cpp                                                | C++          |         41 |          0 |         16 |         57 |
| d:\OI\Code\Luogu\CF628D.cpp                                                | C++          |         73 |          9 |         28 |        110 |
| d:\OI\Code\Luogu\CF628D_1.cpp                                              | C++          |         82 |          0 |         30 |        112 |
| d:\OI\Code\Luogu\CF702F.cpp                                                | C++          |        115 |          2 |         35 |        152 |
| d:\OI\Code\Luogu\CF717F.cpp                                                | C++          |        128 |         11 |         34 |        173 |
| d:\OI\Code\Luogu\CF748C.cpp                                                | C++          |         44 |          0 |         14 |         58 |
| d:\OI\Code\Luogu\CF778C.cpp                                                | C++          |         61 |          0 |         23 |         84 |
| d:\OI\Code\Luogu\CF797E.cpp                                                | C++          |         52 |          3 |         17 |         72 |
| d:\OI\Code\Luogu\CF797F.cpp                                                | C++          |         53 |          0 |         20 |         73 |
| d:\OI\Code\Luogu\CF79D.cpp                                                 | C++          |         84 |          4 |         31 |        119 |
| d:\OI\Code\Luogu\CF833B.cpp                                                | C++          |         70 |          1 |         28 |         99 |
| d:\OI\Code\Luogu\CF888E.cpp                                                | C++          |         50 |          0 |         17 |         67 |
| d:\OI\Code\Luogu\CF891C.cpp                                                | C++          |        115 |          1 |         36 |        152 |
| d:\OI\Code\Luogu\CF896C.cpp                                                | C++          |        114 |          0 |         33 |        147 |
| d:\OI\Code\Luogu\CF898C.cpp                                                | C++          |         79 |          0 |         24 |        103 |
| d:\OI\Code\Luogu\CF906C.cpp                                                | C++          |         63 |          0 |         23 |         86 |
| d:\OI\Code\Luogu\CF915E.cpp                                                | C++          |         58 |          0 |         22 |         80 |
| d:\OI\Code\Luogu\CF93E.cpp                                                 | C++          |         25 |          0 |         14 |         39 |
| d:\OI\Code\Luogu\CF988D.cpp                                                | C++          |         51 |          2 |         12 |         65 |
| d:\OI\Code\Luogu\CF997B.cpp                                                | C++          |         48 |          1 |         17 |         66 |
| d:\OI\Code\Luogu\P10200.cpp                                                | C++          |        104 |          3 |         31 |        138 |
| d:\OI\Code\Luogu\P10446.cpp                                                | C++          |         33 |          2 |         12 |         47 |
| d:\OI\Code\Luogu\P10447.cpp                                                | C++          |         50 |          2 |         17 |         69 |
| d:\OI\Code\Luogu\P10596.cpp                                                | C++          |         54 |          1 |         19 |         74 |
| d:\OI\Code\Luogu\P10692.cpp                                                | C++          |         93 |          3 |         28 |        124 |
| d:\OI\Code\Luogu\P1070.cpp                                                 | C++          |         55 |          0 |         13 |         68 |
| d:\OI\Code\Luogu\P10766.cpp                                                | C++          |         54 |          0 |         17 |         71 |
| d:\OI\Code\Luogu\P1084.cpp                                                 | C++          |        159 |          1 |         42 |        202 |
| d:\OI\Code\Luogu\P1087.cpp                                                 | C++          |         74 |          0 |         15 |         89 |
| d:\OI\Code\Luogu\P10885.cpp                                                | C++          |         82 |          2 |         25 |        109 |
| d:\OI\Code\Luogu\P10886.cpp                                                | C++          |         80 |          1 |         24 |        105 |
| d:\OI\Code\Luogu\P11063.cpp                                                | C++          |         70 |          5 |         17 |         92 |
| d:\OI\Code\Luogu\P1110.cpp                                                 | C++          |        118 |          0 |         31 |        149 |
| d:\OI\Code\Luogu\P1111.cpp                                                 | C++          |         67 |          0 |         10 |         77 |
| d:\OI\Code\Luogu\P1122.cpp                                                 | C++          |         63 |          0 |         16 |         79 |
| d:\OI\Code\Luogu\P1129.cpp                                                 | C++          |        109 |          0 |         35 |        144 |
| d:\OI\Code\Luogu\P1133.cpp                                                 | C++          |         53 |          0 |          9 |         62 |
| d:\OI\Code\Luogu\P1168.cpp                                                 | C++          |         57 |          3 |         22 |         82 |
| d:\OI\Code\Luogu\P1198.cpp                                                 | C++          |         75 |          1 |         24 |        100 |
| d:\OI\Code\Luogu\P1220.cpp                                                 | C++          |         51 |          0 |         15 |         66 |
| d:\OI\Code\Luogu\P1226.cpp                                                 | C++          |         28 |          0 |          4 |         32 |
| d:\OI\Code\Luogu\P1255.cpp                                                 | C++          |         60 |          0 |         23 |         83 |
| d:\OI\Code\Luogu\P1311.cpp                                                 | C++          |         48 |          0 |         17 |         65 |
| d:\OI\Code\Luogu\P1314.cpp                                                 | C++          |         57 |          0 |         22 |         79 |
| d:\OI\Code\Luogu\P1331.cpp                                                 | C++          |         99 |          5 |         14 |        118 |
| d:\OI\Code\Luogu\P1350.cpp                                                 | C++          |         63 |          3 |         21 |         87 |
| d:\OI\Code\Luogu\P1362.cpp                                                 | C++          |         47 |          0 |         13 |         60 |
| d:\OI\Code\Luogu\P1365.cpp                                                 | C++          |         36 |          3 |         13 |         52 |
| d:\OI\Code\Luogu\P1377.cpp                                                 | C++          |         57 |          3 |         18 |         78 |
| d:\OI\Code\Luogu\P1390.cpp                                                 | C++          |         18 |          0 |         11 |         29 |
| d:\OI\Code\Luogu\P1403.cpp                                                 | C++          |         27 |          0 |         11 |         38 |
| d:\OI\Code\Luogu\P1434.cpp                                                 | C++          |         48 |          0 |         10 |         58 |
| d:\OI\Code\Luogu\P1450.cpp                                                 | C++          |         67 |          2 |         21 |         90 |
| d:\OI\Code\Luogu\P1451.cpp                                                 | C++          |         48 |          0 |         16 |         64 |
| d:\OI\Code\Luogu\P1486.cpp                                                 | C++          |         83 |          0 |         23 |        106 |
| d:\OI\Code\Luogu\P1495.cpp                                                 | C++          |         45 |          0 |         13 |         58 |
| d:\OI\Code\Luogu\P1501.cpp                                                 | C++          |        114 |          0 |         31 |        145 |
| d:\OI\Code\Luogu\P1502.cpp                                                 | C++          |        121 |         19 |         44 |        184 |
| d:\OI\Code\Luogu\P1503.cpp                                                 | C++          |        105 |          0 |         28 |        133 |
| d:\OI\Code\Luogu\P1525.cpp                                                 | C++          |         79 |          0 |         26 |        105 |
| d:\OI\Code\Luogu\P1588.cpp                                                 | C++          |         43 |          0 |         15 |         58 |
| d:\OI\Code\Luogu\P1593.cpp                                                 | C++          |         55 |          3 |         19 |         77 |
| d:\OI\Code\Luogu\P1596.cpp                                                 | C++          |         49 |          0 |         18 |         67 |
| d:\OI\Code\Luogu\P1601.cpp                                                 | C++          |         42 |          1 |         10 |         53 |
| d:\OI\Code\Luogu\P1637.cpp                                                 | C++          |         46 |          0 |         18 |         64 |
| d:\OI\Code\Luogu\P1638.cpp                                                 | C++          |         51 |          0 |         21 |         72 |
| d:\OI\Code\Luogu\P1654.cpp                                                 | C++          |         35 |          7 |         13 |         55 |
| d:\OI\Code\Luogu\P1712.cpp                                                 | C++          |         84 |          1 |         30 |        115 |
| d:\OI\Code\Luogu\P1725.cpp                                                 | C++          |         39 |          4 |         16 |         59 |
| d:\OI\Code\Luogu\P1799.cpp                                                 | C++          |         21 |          0 |         11 |         32 |
| d:\OI\Code\Luogu\P1807.cpp                                                 | C++          |         67 |          0 |         22 |         89 |
| d:\OI\Code\Luogu\P1874.cpp                                                 | C++          |         66 |          0 |         17 |         83 |
| d:\OI\Code\Luogu\P1880.cpp                                                 | C++          |         52 |          0 |         16 |         68 |
| d:\OI\Code\Luogu\P1896.cpp                                                 | C++          |         63 |          0 |         19 |         82 |
| d:\OI\Code\Luogu\P1955.cpp                                                 | C++          |         81 |          0 |         25 |        106 |
| d:\OI\Code\Luogu\P1962.cpp                                                 | C++          |         86 |          0 |         20 |        106 |
| d:\OI\Code\Luogu\P1966.cpp                                                 | C++          |         51 |          3 |         22 |         76 |
| d:\OI\Code\Luogu\P1967.cpp                                                 | C++          |        118 |          0 |         46 |        164 |
| d:\OI\Code\Luogu\P1969.cpp                                                 | C++          |         28 |          0 |         12 |         40 |
| d:\OI\Code\Luogu\P1972.cpp                                                 | C++          |         61 |          0 |         26 |         87 |
| d:\OI\Code\Luogu\P2042.cpp                                                 | C++          |        197 |          3 |         45 |        245 |
| d:\OI\Code\Luogu\P2048.cpp                                                 | C++          |         19 |          0 |          6 |         25 |
| d:\OI\Code\Luogu\P2114.cpp                                                 | C++          |         70 |          3 |         22 |         95 |
| d:\OI\Code\Luogu\P2147.cpp                                                 | C++          |         77 |          0 |         22 |         99 |
| d:\OI\Code\Luogu\P2173.cpp                                                 | C++          |        144 |          0 |         38 |        182 |
| d:\OI\Code\Luogu\P2184.cpp                                                 | C++          |         56 |          0 |         17 |         73 |
| d:\OI\Code\Luogu\P2196.cpp                                                 | C++          |         88 |          0 |         22 |        110 |
| d:\OI\Code\Luogu\P2197.cpp                                                 | C++          |         37 |          0 |         11 |         48 |
| d:\OI\Code\Luogu\P2233.cpp                                                 | C++          |         88 |          1 |         21 |        110 |
| d:\OI\Code\Luogu\P2261.cpp                                                 | C++          |         33 |          0 |         12 |         45 |
| d:\OI\Code\Luogu\P2285.cpp                                                 | C++          |         53 |          0 |         15 |         68 |
| d:\OI\Code\Luogu\P2286.cpp                                                 | C++          |        110 |          0 |         32 |        142 |
| d:\OI\Code\Luogu\P2371.cpp                                                 | C++          |         90 |          2 |         27 |        119 |
| d:\OI\Code\Luogu\P2387.cpp                                                 | C++          |        114 |          0 |         31 |        145 |
| d:\OI\Code\Luogu\P2391.cpp                                                 | C++          |         44 |          0 |         15 |         59 |
| d:\OI\Code\Luogu\P2398.cpp                                                 | C++          |         16 |          0 |         10 |         26 |
| d:\OI\Code\Luogu\P2422.cpp                                                 | C++          |         49 |          3 |         19 |         71 |
| d:\OI\Code\Luogu\P2480.cpp                                                 | C++          |         73 |          2 |         26 |        101 |
| d:\OI\Code\Luogu\P2485.cpp                                                 | C++          |        111 |          4 |         20 |        135 |
| d:\OI\Code\Luogu\P2522.cpp                                                 | C++          |         60 |          0 |         21 |         81 |
| d:\OI\Code\Luogu\P2568.cpp                                                 | C++          |         41 |          0 |         16 |         57 |
| d:\OI\Code\Luogu\P2574.cpp                                                 | C++          |         54 |          0 |         21 |         75 |
| d:\OI\Code\Luogu\P2585.cpp                                                 | C++          |         71 |          0 |         19 |         90 |
| d:\OI\Code\Luogu\P2617.cpp                                                 | C++          |         77 |          0 |         32 |        109 |
| d:\OI\Code\Luogu\P2619.cpp                                                 | C++          |         80 |         17 |         28 |        125 |
| d:\OI\Code\Luogu\P2656.cpp                                                 | C++          |        144 |          0 |         31 |        175 |
| d:\OI\Code\Luogu\P2657.cpp                                                 | C++          |         52 |          0 |         18 |         70 |
| d:\OI\Code\Luogu\P2671.cpp                                                 | C++          |         45 |          2 |         17 |         64 |
| d:\OI\Code\Luogu\P2679.cpp                                                 | C++          |         49 |          0 |         11 |         60 |
| d:\OI\Code\Luogu\P2680.cpp                                                 | C++          |        192 |         13 |         36 |        241 |
| d:\OI\Code\Luogu\P2704.cpp                                                 | C++          |         76 |          1 |         21 |         98 |
| d:\OI\Code\Luogu\P2734.cpp                                                 | C++          |         44 |          0 |         11 |         55 |
| d:\OI\Code\Luogu\P2756.cpp                                                 | C++          |        112 |          0 |         32 |        144 |
| d:\OI\Code\Luogu\P2757.cpp                                                 | C++          |         74 |          0 |         32 |        106 |
| d:\OI\Code\Luogu\P2762.cpp                                                 | C++          |        124 |          1 |         29 |        154 |
| d:\OI\Code\Luogu\P2763.cpp                                                 | C++          |        134 |          0 |         39 |        173 |
| d:\OI\Code\Luogu\P2766.cpp                                                 | C++          |        137 |          0 |         35 |        172 |
| d:\OI\Code\Luogu\P2822.cpp                                                 | C++          |         47 |          3 |         18 |         68 |
| d:\OI\Code\Luogu\P2846.cpp                                                 | C++          |         50 |          0 |         21 |         71 |
| d:\OI\Code\Luogu\P2862.cpp                                                 | C++          |         99 |          4 |         31 |        134 |
| d:\OI\Code\Luogu\P2865.cpp                                                 | C++          |         19 |          0 |          6 |         25 |
| d:\OI\Code\Luogu\P2885.cpp                                                 | C++          |         52 |          0 |         13 |         65 |
| d:\OI\Code\Luogu\P2886.cpp                                                 | C++          |         71 |          0 |         15 |         86 |
| d:\OI\Code\Luogu\P2891.cpp                                                 | C++          |         20 |          0 |          4 |         24 |
| d:\OI\Code\Luogu\P3034.cpp                                                 | C++          |         41 |          0 |         14 |         55 |
| d:\OI\Code\Luogu\P3043.cpp                                                 | C++          |         47 |          0 |         17 |         64 |
| d:\OI\Code\Luogu\P3078.cpp                                                 | C++          |         28 |          0 |         12 |         40 |
| d:\OI\Code\Luogu\P3129.cpp                                                 | C++          |         51 |          2 |         18 |         71 |
| d:\OI\Code\Luogu\P3146.cpp                                                 | C++          |         42 |          0 |         15 |         57 |
| d:\OI\Code\Luogu\P3157.cpp                                                 | C++          |         74 |          1 |         29 |        104 |
| d:\OI\Code\Luogu\P3165.cpp                                                 | C++          |        111 |          0 |         32 |        143 |
| d:\OI\Code\Luogu\P3178.cpp                                                 | C++          |        155 |          2 |         51 |        208 |
| d:\OI\Code\Luogu\P3186.cpp                                                 | C++          |         73 |          3 |         23 |         99 |
| d:\OI\Code\Luogu\P3195.cpp                                                 | C++          |         42 |          1 |         17 |         60 |
| d:\OI\Code\Luogu\P3203.cpp                                                 | C++          |         74 |          3 |         22 |         99 |
| d:\OI\Code\Luogu\P3205.cpp                                                 | C++          |         28 |          0 |          6 |         34 |
| d:\OI\Code\Luogu\P3224.cpp                                                 | C++          |        104 |          0 |         30 |        134 |
| d:\OI\Code\Luogu\P3246.cpp                                                 | C++          |         79 |          3 |         24 |        106 |
| d:\OI\Code\Luogu\P3247.cpp                                                 | C++          |        148 |         11 |         54 |        213 |
| d:\OI\Code\Luogu\P3254.cpp                                                 | C++          |        120 |          4 |         32 |        156 |
| d:\OI\Code\Luogu\P3285.cpp                                                 | C++          |         89 |         23 |         32 |        144 |
| d:\OI\Code\Luogu\P3293.cpp                                                 | C++          |         72 |          0 |         31 |        103 |
| d:\OI\Code\Luogu\P3295.cpp                                                 | C++          |         72 |          2 |         23 |         97 |
| d:\OI\Code\Luogu\P3306.cpp                                                 | C++          |         87 |          4 |         25 |        116 |
| d:\OI\Code\Luogu\P3308.cpp                                                 | C++          |        170 |          4 |         50 |        224 |
| d:\OI\Code\Luogu\P3357.cpp                                                 | C++          |        134 |          1 |         42 |        177 |
| d:\OI\Code\Luogu\P3358.cpp                                                 | C++          |        128 |         40 |         43 |        211 |
| d:\OI\Code\Luogu\P3369.cpp                                                 | C++          |        122 |          0 |         30 |        152 |
| d:\OI\Code\Luogu\P3369_a.cpp                                               | C++          |        116 |          0 |         31 |        147 |
| d:\OI\Code\Luogu\P3369_fhq.cpp                                             | C++          |        117 |          0 |         34 |        151 |
| d:\OI\Code\Luogu\P3372.cpp                                                 | C++          |         82 |          1 |         31 |        114 |
| d:\OI\Code\Luogu\P3379.cpp                                                 | C++          |         78 |          0 |         19 |         97 |
| d:\OI\Code\Luogu\P3381.cpp                                                 | C++          |        103 |          0 |         29 |        132 |
| d:\OI\Code\Luogu\P3381_simplex.cpp                                         | C++          |        146 |         22 |         48 |        216 |
| d:\OI\Code\Luogu\P3388.cpp                                                 | C++          |         67 |          0 |         23 |         90 |
| d:\OI\Code\Luogu\P3391.cpp                                                 | C++          |         92 |          0 |         27 |        119 |
| d:\OI\Code\Luogu\P3391_fhq.cpp                                             | C++          |         91 |          0 |         27 |        118 |
| d:\OI\Code\Luogu\P3403.cpp                                                 | C++          |         82 |          1 |         23 |        106 |
| d:\OI\Code\Luogu\P3455.cpp                                                 | C++          |         61 |          0 |         21 |         82 |
| d:\OI\Code\Luogu\P3469.cpp                                                 | C++          |         78 |          0 |         30 |        108 |
| d:\OI\Code\Luogu\P3586.cpp                                                 | C++          |         82 |          0 |         28 |        110 |
| d:\OI\Code\Luogu\P3649.cpp                                                 | C++          |         63 |          0 |         18 |         81 |
| d:\OI\Code\Luogu\P3690.cpp                                                 | C++          |         90 |          0 |         22 |        112 |
| d:\OI\Code\Luogu\P3690_1.cpp                                               | C++          |         91 |          0 |         23 |        114 |
| d:\OI\Code\Luogu\P3746.cpp                                                 | C++          |         58 |          3 |         19 |         80 |
| d:\OI\Code\Luogu\P3792.cpp                                                 | C++          |         97 |          3 |         25 |        125 |
| d:\OI\Code\Luogu\P3793.cpp                                                 | C++          |         76 |          0 |         19 |         95 |
| d:\OI\Code\Luogu\P3804.cpp                                                 | C++          |         84 |          0 |         28 |        112 |
| d:\OI\Code\Luogu\P3804_a.cpp                                               | C++          |         79 |          1 |         28 |        108 |
| d:\OI\Code\Luogu\P3805.cpp                                                 | C++          |         76 |          0 |         26 |        102 |
| d:\OI\Code\Luogu\P3806.cpp                                                 | C++          |        124 |          1 |         39 |        164 |
| d:\OI\Code\Luogu\P3806_a.cpp                                               | C++          |        121 |          0 |         38 |        159 |
| d:\OI\Code\Luogu\P3809.cpp                                                 | C++          |         50 |          2 |         18 |         70 |
| d:\OI\Code\Luogu\P3809_a.cpp                                               | C++          |         50 |          0 |         17 |         67 |
| d:\OI\Code\Luogu\P3810.cpp                                                 | C++          |         83 |          3 |         29 |        115 |
| d:\OI\Code\Luogu\P3812.cpp                                                 | C++          |         42 |          0 |         10 |         52 |
| d:\OI\Code\Luogu\P3831.cpp                                                 | C++          |         94 |          3 |         29 |        126 |
| d:\OI\Code\Luogu\P3833.cpp                                                 | C++          |        135 |          0 |         29 |        164 |
| d:\OI\Code\Luogu\P3835.cpp                                                 | C++          |        114 |          0 |         29 |        143 |
| d:\OI\Code\Luogu\P3846.cpp                                                 | C++          |         52 |          3 |         13 |         68 |
| d:\OI\Code\Luogu\P3865.cpp                                                 | C++          |         50 |          0 |         16 |         66 |
| d:\OI\Code\Luogu\P3868.cpp                                                 | C++          |         69 |          2 |         18 |         89 |
| d:\OI\Code\Luogu\P3870.cpp                                                 | C++          |         50 |          0 |         20 |         70 |
| d:\OI\Code\Luogu\P3911.cpp                                                 | C++          |         66 |          0 |         22 |         88 |
| d:\OI\Code\Luogu\P3917.cpp                                                 | C++          |         48 |          0 |         17 |         65 |
| d:\OI\Code\Luogu\P3919.cpp                                                 | C++          |         67 |          0 |         23 |         90 |
| d:\OI\Code\Luogu\P3953.cpp                                                 | C++          |        138 |          1 |         29 |        168 |
| d:\OI\Code\Luogu\P3975.cpp                                                 | C++          |        108 |          0 |         32 |        140 |
| d:\OI\Code\Luogu\P4008.cpp                                                 | C++          |         98 |          1 |         26 |        125 |
| d:\OI\Code\Luogu\P4014.cpp                                                 | C++          |        128 |          0 |         38 |        166 |
| d:\OI\Code\Luogu\P4015.cpp                                                 | C++          |        130 |          1 |         42 |        173 |
| d:\OI\Code\Luogu\P4051.cpp                                                 | C++          |         53 |          1 |         18 |         72 |
| d:\OI\Code\Luogu\P4121.cpp                                                 | C++          |        109 |          2 |         43 |        154 |
| d:\OI\Code\Luogu\P4136.cpp                                                 | C++          |         24 |          0 |          7 |         31 |
| d:\OI\Code\Luogu\P4145.cpp                                                 | C++          |         74 |          0 |         26 |        100 |
| d:\OI\Code\Luogu\P4151.cpp                                                 | C++          |         66 |          0 |         16 |         82 |
| d:\OI\Code\Luogu\P4159.cpp                                                 | C++          |        115 |          0 |         27 |        142 |
| d:\OI\Code\Luogu\P4168.cpp                                                 | C++          |        131 |         14 |         39 |        184 |
| d:\OI\Code\Luogu\P4171.cpp                                                 | C++          |        101 |          3 |         31 |        135 |
| d:\OI\Code\Luogu\P4172.cpp                                                 | C++          |        134 |          0 |         35 |        169 |
| d:\OI\Code\Luogu\P4194.cpp                                                 | C++          |        147 |          0 |         38 |        185 |
| d:\OI\Code\Luogu\P4249.cpp                                                 | C++          |        108 |          0 |         27 |        135 |
| d:\OI\Code\Luogu\P4251.cpp                                                 | C++          |         80 |          0 |         24 |        104 |
| d:\OI\Code\Luogu\P4281.cpp                                                 | C++          |        102 |          1 |         28 |        131 |
| d:\OI\Code\Luogu\P4290.cpp                                                 | C++          |         93 |          0 |         12 |        105 |
| d:\OI\Code\Luogu\P4312.cpp                                                 | C++          |         86 |          0 |         24 |        110 |
| d:\OI\Code\Luogu\P4316.cpp                                                 | C++          |         53 |          0 |         18 |         71 |
| d:\OI\Code\Luogu\P4322.cpp                                                 | C++          |         90 |          1 |         27 |        118 |
| d:\OI\Code\Luogu\P4342.cpp                                                 | C++          |         78 |          1 |         15 |         94 |
| d:\OI\Code\Luogu\P4396.cpp                                                 | C++          |        144 |          5 |         44 |        193 |
| d:\OI\Code\Luogu\P4513.cpp                                                 | C++          |         76 |          1 |         32 |        109 |
| d:\OI\Code\Luogu\P4516.cpp                                                 | C++          |         90 |          1 |         27 |        118 |
| d:\OI\Code\Luogu\P4556.cpp                                                 | C++          |        156 |          1 |         45 |        202 |
| d:\OI\Code\Luogu\P4567.cpp                                                 | C++          |        109 |          2 |         29 |        140 |
| d:\OI\Code\Luogu\P4568.cpp                                                 | C++          |         87 |          0 |         22 |        109 |
| d:\OI\Code\Luogu\P4570.cpp                                                 | C++          |         49 |          0 |         14 |         63 |
| d:\OI\Code\Luogu\P4592.cpp                                                 | C++          |        136 |          0 |         41 |        177 |
| d:\OI\Code\Luogu\P4735.cpp                                                 | C++          |         85 |          0 |         26 |        111 |
| d:\OI\Code\Luogu\P4755.cpp                                                 | C++          |        110 |          3 |         32 |        145 |
| d:\OI\Code\Luogu\P4774.cpp                                                 | C++          |        119 |          2 |         32 |        153 |
| d:\OI\Code\Luogu\P4777.cpp                                                 | C++          |         93 |          0 |         19 |        112 |
| d:\OI\Code\Luogu\P4777_a.cpp                                               | C++          |         99 |          0 |         17 |        116 |
| d:\OI\Code\Luogu\P4779.cpp                                                 | C++          |         79 |          0 |         19 |         98 |
| d:\OI\Code\Luogu\P4782.cpp                                                 | C++          |        106 |          0 |         21 |        127 |
| d:\OI\Code\Luogu\P4782_2.cpp                                               | C++          |         92 |          2 |         26 |        120 |
| d:\OI\Code\Luogu\P4861.cpp                                                 | C++          |         51 |          0 |         11 |         62 |
| d:\OI\Code\Luogu\P4876.cpp                                                 | C++          |        109 |          4 |         33 |        146 |
| d:\OI\Code\Luogu\P4884.cpp                                                 | C++          |         75 |          0 |         17 |         92 |
| d:\OI\Code\Luogu\P5019.cpp                                                 | C++          |         28 |          0 |         12 |         40 |
| d:\OI\Code\Luogu\P5043.cpp                                                 | C++          |         88 |          0 |         34 |        122 |
| d:\OI\Code\Luogu\P5047.cpp                                                 | C++          |        145 |          8 |         44 |        197 |
| d:\OI\Code\Luogu\P5067.cpp                                                 | C++          |         59 |          0 |          4 |         63 |
| d:\OI\Code\Luogu\P5192.cpp                                                 | C++          |        152 |          0 |         43 |        195 |
| d:\OI\Code\Luogu\P5239.cpp                                                 | C++          |         23 |          3 |         11 |         37 |
| d:\OI\Code\Luogu\P5278.cpp                                                 | C++          |        101 |          3 |         25 |        129 |
| d:\OI\Code\Luogu\P5283.cpp                                                 | C++          |         77 |          1 |         29 |        107 |
| d:\OI\Code\Luogu\P5303.cpp                                                 | C++          |         71 |          3 |         23 |         97 |
| d:\OI\Code\Luogu\P5304.cpp                                                 | C++          |         91 |          6 |         33 |        130 |
| d:\OI\Code\Luogu\P5309.cpp                                                 | C++          |        127 |         10 |         32 |        169 |
| d:\OI\Code\Luogu\P5410.cpp                                                 | C++          |         45 |          1 |         14 |         60 |
| d:\OI\Code\Luogu\P5436.cpp                                                 | C++          |         30 |          0 |          9 |         39 |
| d:\OI\Code\Luogu\P5443.cpp                                                 | C++          |        124 |          6 |         40 |        170 |
| d:\OI\Code\Luogu\P5459.cpp                                                 | C++          |         61 |          0 |         22 |         83 |
| d:\OI\Code\Luogu\P5482.cpp                                                 | C++          |        127 |          1 |         29 |        157 |
| d:\OI\Code\Luogu\P5490.cpp                                                 | C++          |         66 |          5 |         25 |         96 |
| d:\OI\Code\Luogu\P5490a.cpp                                                | C++          |         64 |          0 |         25 |         89 |
| d:\OI\Code\Luogu\P5496.cpp                                                 | C++          |         59 |          0 |         18 |         77 |
| d:\OI\Code\Luogu\P5536.cpp                                                 | C++          |         69 |          0 |         26 |         95 |
| d:\OI\Code\Luogu\P5594.cpp                                                 | C++          |         32 |          0 |         10 |         42 |
| d:\OI\Code\Luogu\P5596.cpp                                                 | C++          |         38 |          0 |         14 |         52 |
| d:\OI\Code\Luogu\P5782.cpp                                                 | C++          |         87 |          3 |         28 |        118 |
| d:\OI\Code\Luogu\P5854.cpp                                                 | C++          |         50 |          3 |         18 |         71 |
| d:\OI\Code\Luogu\P5994.cpp                                                 | C++          |         66 |          0 |         22 |         88 |
| d:\OI\Code\Luogu\P6008.cpp                                                 | C++          |         68 |          3 |         23 |         94 |
| d:\OI\Code\Luogu\P6075.cpp                                                 | C++          |         35 |          3 |         13 |         51 |
| d:\OI\Code\Luogu\P6136.cpp                                                 | C++          |        107 |          0 |         30 |        137 |
| d:\OI\Code\Luogu\P6146.cpp                                                 | C++          |         66 |          3 |         23 |         92 |
| d:\OI\Code\Luogu\P6185.cpp                                                 | C++          |        115 |          5 |         41 |        161 |
| d:\OI\Code\Luogu\P6478.cpp                                                 | C++          |        115 |          1 |         32 |        148 |
| d:\OI\Code\Luogu\P6617.cpp                                                 | C++          |        101 |          3 |         34 |        138 |
| d:\OI\Code\Luogu\P6619.cpp                                                 | C++          |        113 |          0 |         43 |        156 |
| d:\OI\Code\Luogu\P6619_a.cpp                                               | C++          |        102 |          0 |         39 |        141 |
| d:\OI\Code\Luogu\P6622_30pts.cpp                                           | C++          |         43 |          0 |         18 |         61 |
| d:\OI\Code\Luogu\P6883.cpp                                                 | C++          |         58 |          0 |         18 |         76 |
| d:\OI\Code\Luogu\P7077.cpp                                                 | C++          |        128 |          1 |         27 |        156 |
| d:\OI\Code\Luogu\P7425.cpp                                                 | C++          |        204 |          0 |         63 |        267 |
| d:\OI\Code\Luogu\P7771.cpp                                                 | C++          |         62 |          0 |         16 |         78 |
| d:\OI\Code\Luogu\P7880.cpp                                                 | C++          |        150 |          4 |         55 |        209 |
| d:\OI\Code\Luogu\P7897.cpp                                                 | C++          |        134 |          4 |         44 |        182 |
| d:\OI\Code\Luogu\P7906.cpp                                                 | C++          |        114 |         24 |         38 |        176 |
| d:\OI\Code\Luogu\P7913.cpp                                                 | C++          |         82 |          2 |         15 |         99 |
| d:\OI\Code\Luogu\P7960.cpp                                                 | C++          |         76 |          2 |         11 |         89 |
| d:\OI\Code\Luogu\P8321.cpp                                                 | C++          |         60 |          3 |         20 |         83 |
| d:\OI\Code\Luogu\P8449.cpp                                                 | C++          |         66 |          0 |         26 |         92 |
| d:\OI\Code\Luogu\P8496.cpp                                                 | C++          |        143 |          0 |         36 |        179 |
| d:\OI\Code\Luogu\P8557.cpp                                                 | C++          |         36 |          3 |         13 |         52 |
| d:\OI\Code\Luogu\P8572.cpp                                                 | C++          |         68 |          4 |         21 |         93 |
| d:\OI\Code\Luogu\P8576DTOI.cpp                                             | C++          |        149 |          3 |         44 |        196 |
| d:\OI\Code\Luogu\P8591.cpp                                                 | C++          |         67 |          1 |         19 |         87 |
| d:\OI\Code\Luogu\P8670.cpp                                                 | C++          |         16 |          0 |         10 |         26 |
| d:\OI\Code\Luogu\P8819.cpp                                                 | C++          |         72 |          0 |         17 |         89 |
| d:\OI\Code\Luogu\P8867.cpp                                                 | C++          |        123 |          2 |         43 |        168 |
| d:\OI\Code\Luogu\P8880.cpp                                                 | C++          |         31 |          0 |         11 |         42 |
| d:\OI\Code\Luogu\P8883.cpp                                                 | C++          |         26 |          0 |          7 |         33 |
| d:\OI\Code\Luogu\P9007.cpp                                                 | C++          |        100 |          2 |         25 |        127 |
